Term , Document , Weight
education , 406 , 1.0
education , 119 , 1.0
education , 136 , 1.0
medicineas , 1249 , 1.0
lattercharacteristic , 104 , 1.0
newertechniques , 907 , 1.0
calculate , 520 , 1.0
calculate , 208 , 1.0
calculate , 675 , 1.0
calculate , 1090 , 1.0
focus , 216 , 1.0
focus , 461 , 1.0
focus , 1150 , 1.0
focus , 1257 , 1.0
focus , 602 , 1.0
focus , 1407 , 2.0
focus , 1186 , 1.0
focus , 484 , 1.0
focus , 1251 , 1.0
focus , 1048 , 1.0
focus , 368 , 1.0
focus , 1379 , 1.0
focus , 20 , 1.0
focus , 965 , 1.0
algorithm , 862 , 1.0
algorithm , 450 , 2.0
algorithm , 1194 , 1.0
algorithm , 1120 , 1.0
algorithm , 1126 , 1.0
algorithm , 706 , 4.0
algorithm , 1118 , 2.0
algorithm , 1164 , 1.0
algorithm , 480 , 1.0
algorithm , 1419 , 2.0
algorithm , 503 , 1.0
algorithm , 499 , 2.0
algorithm , 708 , 1.0
algorithm , 489 , 1.0
algorithm , 569 , 3.0
algorithm , 576 , 1.0
communicationare , 1240 , 1.0
wants , 664 , 1.0
wants , 324 , 1.0
wants , 46 , 1.0
wants , 1392 , 1.0
wants , 1038 , 1.0
wants , 258 , 1.0
wants , 688 , 5.0
wants , 1094 , 1.0
enlargement , 413 , 1.0
parallelto , 1286 , 1.0
doubton , 1331 , 1.0
simplify , 278 , 1.0
simplify , 991 , 1.0
simplify , 1002 , 2.0
widening , 1016 , 1.0
remove , 761 , 1.0
remove , 680 , 1.0
ofincomes , 233 , 1.0
behavioral , 1154 , 1.0
behavioral , 132 , 1.0
behavioral , 1186 , 1.0
behavioral , 599 , 1.0
behavioral , 1029 , 1.0
behavioral , 1037 , 1.0
behavioral , 137 , 4.0
behavioral , 95 , 2.0
behavioral , 357 , 1.0
behavioral , 804 , 1.0
behavioral , 345 , 1.0
behavioral , 1247 , 1.0
behavioral , 964 , 1.0
ofbirds , 416 , 1.0
driving , 734 , 1.0
documentationarea , 1076 , 1.0
intergrating , 412 , 1.0
vision , 157 , 1.0
vision , 1025 , 1.0
throughoutthe , 1187 , 1.0
authors , 1406 , 1.0
authors , 589 , 2.0
authors , 89 , 2.0
authors , 1238 , 1.0
authors , 411 , 1.0
authors , 88 , 3.0
authors , 1261 , 1.0
authors , 604 , 2.0
authors , 1012 , 1.0
authors , 139 , 2.0
authors , 298 , 1.0
authors , 26 , 1.0
authors , 303 , 1.0
authors , 1039 , 2.0
authors , 174 , 1.0
authors , 765 , 1.0
authors , 155 , 1.0
authors , 448 , 1.0
authors , 725 , 1.0
authors , 1186 , 1.0
authors , 1034 , 1.0
authors , 1070 , 1.0
authors , 1331 , 1.0
authors , 676 , 1.0
authors , 151 , 1.0
authors , 1304 , 1.0
authors , 246 , 1.0
authors , 1379 , 1.0
authors , 266 , 2.0
authors , 1405 , 1.0
authors , 282 , 1.0
authors , 277 , 1.0
authors , 998 , 1.0
authors , 958 , 1.0
authors , 901 , 1.0
authors , 1369 , 1.0
authors , 942 , 1.0
authors , 1173 , 1.0
authors , 41 , 1.0
authors , 1072 , 1.0
authors , 1460 , 1.0
authors , 1187 , 1.0
authors , 440 , 2.0
authors , 1382 , 1.0
authors , 803 , 1.0
fixtures , 1212 , 1.0
scholarshipare , 1216 , 1.0
highest , 141 , 1.0
highest , 188 , 1.0
highest , 957 , 1.0
highest , 658 , 1.0
highest , 521 , 1.0
highest , 810 , 1.0
highest , 420 , 1.0
highest , 424 , 1.0
ivcomments , 830 , 1.0
unverified , 851 , 1.0
government , 664 , 1.0
government , 436 , 1.0
government , 813 , 1.0
government , 421 , 1.0
government , 475 , 2.0
government , 1080 , 1.0
government , 385 , 1.0
government , 1053 , 1.0
government , 1183 , 1.0
government , 392 , 1.0
government , 1145 , 1.0
government , 94 , 2.0
government , 609 , 1.0
government , 548 , 1.0
government , 1245 , 2.0
government , 375 , 1.0
government , 403 , 2.0
government , 1415 , 1.0
government , 559 , 2.0
government , 126 , 2.0
government , 286 , 2.0
government , 140 , 1.0
government , 391 , 1.0
government , 1264 , 1.0
government , 122 , 1.0
government , 730 , 1.0
government , 528 , 1.0
government , 1449 , 1.0
government , 156 , 1.0
government , 402 , 2.0
government , 18 , 1.0
government , 942 , 1.0
government , 1188 , 1.0
government , 1187 , 1.0
government , 1151 , 1.0
government , 119 , 1.0
identifythose , 610 , 1.0
sentencelocation , 666 , 1.0
complete , 153 , 1.0
complete , 62 , 1.0
complete , 421 , 1.0
complete , 1001 , 2.0
complete , 758 , 1.0
complete , 1104 , 1.0
complete , 739 , 1.0
complete , 287 , 1.0
complete , 22 , 1.0
complete , 1395 , 1.0
complete , 657 , 1.0
complete , 35 , 1.0
complete , 1415 , 1.0
complete , 484 , 1.0
complete , 1229 , 1.0
complete , 1152 , 1.0
complete , 898 , 1.0
complete , 636 , 1.0
complete , 1275 , 1.0
complete , 1051 , 1.0
complete , 809 , 1.0
complete , 1418 , 1.0
complete , 333 , 1.0
complete , 247 , 1.0
complete , 570 , 2.0
complete , 818 , 1.0
complete , 420 , 1.0
complete , 566 , 1.0
complete , 779 , 1.0
complete , 312 , 1.0
profitably , 1044 , 1.0
profitably , 655 , 1.0
profitably , 280 , 1.0
likewise , 1188 , 1.0
likewise , 1130 , 1.0
likewise , 1052 , 1.0
executed , 220 , 1.0
executed , 585 , 1.0
executed , 477 , 1.0
executed , 564 , 1.0
updated , 862 , 1.0
updated , 1071 , 1.0
updated , 627 , 2.0
updated , 145 , 1.0
updated , 189 , 1.0
fromthem , 1254 , 1.0
hergraduates , 1275 , 1.0
check , 617 , 1.0
check , 928 , 1.0
check , 1277 , 2.0
2788 , 1073 , 1.0
1967citations , 729 , 1.0
afford , 47 , 1.0
afford , 14 , 1.0
afford , 939 , 1.0
afford , 933 , 1.0
tendency , 66 , 1.0
tendency , 552 , 1.0
tendency , 1328 , 1.0
tendency , 139 , 1.0
tendency , 661 , 1.0
tendency , 372 , 1.0
barely , 300 , 1.0
clanof , 100 , 1.0
planned , 941 , 1.0
planned , 59 , 1.0
planned , 484 , 1.0
planned , 17 , 1.0
planned , 167 , 1.0
planned , 406 , 2.0
whom , 178 , 1.0
whom , 611 , 1.0
whom , 359 , 1.0
whom , 105 , 1.0
whom , 369 , 1.0
my , 1262 , 1.0
my , 1394 , 2.0
my , 458 , 2.0
my , 1035 , 1.0
my , 1339 , 1.0
my , 164 , 1.0
my , 19 , 2.0
my , 918 , 1.0
my , 929 , 3.0
my , 343 , 1.0
my , 1232 , 2.0
my , 1272 , 1.0
my , 966 , 1.0
my , 1268 , 1.0
my , 177 , 1.0
my , 837 , 1.0
my , 538 , 2.0
my , 888 , 1.0
my , 1148 , 1.0
my , 314 , 1.0
my , 1380 , 1.0
my , 350 , 1.0
my , 387 , 1.0
my , 1271 , 1.0
my , 476 , 2.0
my , 978 , 1.0
my , 1030 , 2.0
my , 557 , 1.0
my , 1336 , 2.0
my , 819 , 1.0
my , 264 , 2.0
my , 791 , 1.0
my , 1386 , 3.0
my , 1319 , 1.0
my , 901 , 1.0
my , 457 , 1.0
my , 359 , 1.0
my , 1231 , 1.0
my , 640 , 2.0
my , 1305 , 1.0
my , 161 , 1.0
my , 1387 , 5.0
lies , 418 , 1.0
lies , 17 , 1.0
lies , 562 , 1.0
lies , 607 , 1.0
lies , 1021 , 1.0
atexponential , 1417 , 1.0
space , 977 , 2.0
space , 541 , 2.0
space , 1147 , 1.0
space , 721 , 1.0
space , 1060 , 1.0
space , 944 , 1.0
space , 1071 , 1.0
space , 988 , 1.0
space , 367 , 1.0
space , 1432 , 1.0
space , 87 , 1.0
space , 1023 , 2.0
space , 1419 , 1.0
space , 1030 , 1.0
space , 1371 , 1.0
space , 745 , 1.0
space , 267 , 1.0
space , 943 , 1.0
space , 1065 , 1.0
space , 1014 , 1.0
space , 1211 , 2.0
space , 1369 , 1.0
space , 982 , 1.0
space , 1352 , 1.0
space , 1119 , 1.0
b , 158 , 2.0
b , 616 , 1.0
b , 544 , 1.0
b , 519 , 3.0
b , 475 , 1.0
b , 765 , 3.0
b , 233 , 1.0
b , 379 , 1.0
b , 631 , 2.0
b , 1066 , 1.0
b , 1009 , 1.0
b , 439 , 1.0
b , 760 , 1.0
b , 1332 , 1.0
b , 167 , 1.0
b , 778 , 2.0
b , 807 , 1.0
b , 838 , 1.0
b , 105 , 1.0
b , 1253 , 1.0
b , 893 , 1.0
b , 1090 , 1.0
earlierarticles , 440 , 1.0
eliciting , 1131 , 1.0
eliciting , 208 , 1.0
methodologicalstudy , 1389 , 1.0
actively , 1253 , 1.0
actively , 22 , 1.0
actively , 348 , 1.0
actively , 1150 , 1.0
federally , 1264 , 1.0
scopeof , 1245 , 1.0
trendsarticle , 1017 , 1.0
gain , 1420 , 1.0
gain , 279 , 1.0
gain , 1067 , 1.0
gain , 1041 , 1.0
gain , 1372 , 1.0
gain , 946 , 1.0
gain , 1399 , 1.0
gain , 416 , 1.0
gain , 1355 , 1.0
actualterminalogy , 212 , 1.0
librariesreceive , 551 , 1.0
bothbooks , 203 , 1.0
participative , 1015 , 1.0
participative , 296 , 1.0
perplex , 418 , 1.0
minimalliteracy , 946 , 1.0
apply , 158 , 1.0
apply , 89 , 1.0
apply , 1351 , 1.0
apply , 273 , 1.0
apply , 936 , 1.0
apply , 470 , 1.0
apply , 714 , 1.0
apply , 441 , 1.0
apply , 495 , 1.0
apply , 1271 , 1.0
apply , 180 , 1.0
apply , 368 , 1.0
apply , 1044 , 1.0
apply , 587 , 1.0
apply , 474 , 1.0
apply , 496 , 1.0
apply , 1061 , 1.0
apply , 85 , 1.0
suspicion , 1393 , 1.0
boeing , 1353 , 1.0
tasksof , 1221 , 1.0
behaviorist , 555 , 1.0
competing , 954 , 1.0
competing , 1438 , 1.0
language , 817 , 1.0
language , 78 , 1.0
language , 447 , 1.0
language , 461 , 1.0
language , 175 , 1.0
language , 19 , 4.0
language , 343 , 1.0
language , 702 , 1.0
language , 450 , 1.0
language , 1171 , 3.0
language , 378 , 1.0
language , 320 , 1.0
language , 269 , 1.0
language , 1027 , 1.0
language , 1120 , 2.0
language , 802 , 2.0
language , 746 , 2.0
language , 825 , 1.0
language , 1118 , 1.0
language , 650 , 1.0
language , 197 , 1.0
language , 585 , 1.0
language , 692 , 1.0
language , 866 , 1.0
language , 1129 , 2.0
language , 769 , 1.0
language , 329 , 1.0
language , 895 , 1.0
language , 174 , 2.0
language , 1215 , 1.0
language , 1427 , 3.0
language , 328 , 1.0
language , 1175 , 1.0
language , 609 , 2.0
language , 1164 , 4.0
language , 761 , 1.0
language , 480 , 2.0
language , 10 , 1.0
language , 801 , 1.0
language , 900 , 1.0
language , 159 , 1.0
language , 1046 , 1.0
language , 1077 , 1.0
language , 317 , 3.0
language , 1136 , 1.0
language , 572 , 5.0
language , 498 , 2.0
language , 1045 , 1.0
language , 530 , 3.0
language , 1443 , 2.0
language , 479 , 1.0
language , 1024 , 2.0
language , 445 , 1.0
language , 434 , 1.0
language , 1099 , 1.0
language , 788 , 1.0
language , 1459 , 1.0
language , 397 , 2.0
language , 1185 , 3.0
language , 687 , 1.0
language , 902 , 2.0
language , 151 , 3.0
language , 477 , 7.0
language , 539 , 1.0
language , 389 , 1.0
language , 1047 , 2.0
language , 760 , 2.0
language , 357 , 2.0
language , 641 , 2.0
language , 1414 , 3.0
language , 789 , 1.0
language , 1055 , 2.0
language , 558 , 1.0
language , 443 , 1.0
language , 814 , 1.0
language , 637 , 1.0
language , 901 , 2.0
language , 1162 , 4.0
language , 838 , 1.0
language , 30 , 1.0
language , 597 , 1.0
language , 688 , 1.0
language , 179 , 1.0
language , 1124 , 1.0
language , 168 , 4.0
language , 1139 , 3.0
language , 755 , 3.0
language , 342 , 2.0
language , 1327 , 2.0
language , 614 , 1.0
language , 1043 , 1.0
language , 779 , 1.0
language , 1382 , 1.0
language , 1180 , 1.0
language , 576 , 1.0
board , 1253 , 1.0
board , 246 , 1.0
faileven , 934 , 1.0
prevalentphilosophy , 630 , 1.0
individual , 205 , 1.0
individual , 113 , 1.0
individual , 8 , 1.0
individual , 1339 , 1.0
individual , 1351 , 1.0
individual , 1198 , 1.0
individual , 847 , 1.0
individual , 88 , 2.0
individual , 1328 , 2.0
individual , 90 , 2.0
individual , 1091 , 1.0
individual , 802 , 1.0
individual , 497 , 1.0
individual , 895 , 1.0
individual , 639 , 1.0
individual , 217 , 1.0
individual , 99 , 3.0
individual , 816 , 1.0
individual , 1436 , 1.0
individual , 79 , 1.0
individual , 387 , 1.0
individual , 801 , 1.0
individual , 353 , 1.0
individual , 913 , 1.0
individual , 1034 , 1.0
individual , 1367 , 1.0
individual , 1345 , 1.0
individual , 339 , 1.0
individual , 612 , 1.0
individual , 213 , 1.0
individual , 691 , 1.0
individual , 1037 , 3.0
individual , 1417 , 2.0
individual , 126 , 1.0
individual , 1168 , 1.0
individual , 815 , 1.0
individual , 954 , 1.0
individual , 1426 , 1.0
individual , 309 , 1.0
individual , 1109 , 1.0
individual , 145 , 1.0
individual , 528 , 1.0
individual , 1102 , 1.0
individual , 696 , 1.0
individual , 838 , 1.0
individual , 220 , 1.0
individual , 857 , 1.0
individual , 824 , 1.0
individual , 352 , 1.0
individual , 457 , 1.0
individual , 555 , 2.0
individual , 204 , 1.0
individual , 420 , 1.0
individual , 243 , 1.0
individual , 893 , 1.0
individual , 305 , 1.0
individual , 643 , 1.0
individual , 1247 , 1.0
individual , 1333 , 1.0
individual , 349 , 1.0
individual , 28 , 1.0
individual , 667 , 2.0
individual , 1300 , 1.0
relate , 265 , 1.0
relate , 320 , 1.0
relate , 1027 , 1.0
relate , 497 , 1.0
relate , 1451 , 1.0
relate , 628 , 2.0
relate , 808 , 1.0
relate , 1263 , 1.0
relate , 194 , 1.0
relate , 618 , 1.0
relate , 1460 , 1.0
relate , 786 , 1.0
interest , 335 , 1.0
interest , 158 , 1.0
interest , 436 , 1.0
interest , 925 , 1.0
interest , 1147 , 1.0
interest , 421 , 1.0
interest , 770 , 1.0
interest , 1202 , 1.0
interest , 1091 , 1.0
interest , 9 , 1.0
interest , 236 , 1.0
interest , 1273 , 1.0
interest , 908 , 1.0
interest , 650 , 1.0
interest , 821 , 2.0
interest , 1268 , 1.0
interest , 123 , 1.0
interest , 1425 , 1.0
interest , 1067 , 1.0
interest , 274 , 1.0
interest , 199 , 1.0
interest , 720 , 3.0
interest , 572 , 1.0
interest , 1415 , 4.0
interest , 1204 , 1.0
interest , 76 , 1.0
interest , 419 , 1.0
interest , 228 , 1.0
interest , 138 , 1.0
interest , 54 , 1.0
interest , 559 , 2.0
interest , 65 , 3.0
interest , 1411 , 1.0
interest , 691 , 1.0
interest , 1443 , 1.0
interest , 1251 , 2.0
interest , 1240 , 1.0
interest , 1029 , 1.0
interest , 820 , 1.0
interest , 1309 , 1.0
interest , 906 , 1.0
interest , 140 , 2.0
interest , 1146 , 2.0
interest , 1310 , 1.0
interest , 764 , 2.0
interest , 95 , 2.0
interest , 1438 , 3.0
interest , 1410 , 1.0
interest , 376 , 1.0
interest , 1416 , 1.0
interest , 791 , 1.0
interest , 282 , 1.0
interest , 1049 , 1.0
interest , 412 , 1.0
interest , 520 , 1.0
interest , 696 , 1.0
interest , 218 , 1.0
interest , 905 , 1.0
interest , 254 , 1.0
interest , 782 , 1.0
interest , 1456 , 1.0
interest , 366 , 1.0
interest , 893 , 1.0
interest , 610 , 1.0
interest , 1050 , 2.0
interest , 229 , 1.0
interest , 136 , 2.0
interest , 529 , 1.0
interest , 1387 , 1.0
suggestnew , 587 , 1.0
sorting , 884 , 1.0
sorting , 480 , 1.0
successful , 686 , 1.0
successful , 963 , 1.0
successful , 925 , 1.0
successful , 197 , 1.0
successful , 865 , 1.0
successful , 642 , 1.0
successful , 82 , 1.0
successful , 571 , 1.0
successful , 641 , 1.0
successful , 165 , 1.0
successful , 1308 , 1.0
successful , 1214 , 1.0
predictors , 1054 , 1.0
determination , 450 , 1.0
determination , 486 , 1.0
determination , 1404 , 1.0
determination , 1361 , 1.0
determination , 202 , 1.0
determination , 1417 , 1.0
determination , 365 , 1.0
determination , 1100 , 1.0
determination , 1019 , 1.0
determination , 1124 , 1.0
determination , 1054 , 1.0
determination , 424 , 1.0
determination , 629 , 1.0
determination , 671 , 1.0
determination , 1075 , 1.0
includingsystems , 1360 , 1.0
slide , 80 , 1.0
receives , 113 , 1.0
receives , 1418 , 1.0
receives , 1351 , 1.0
bounded , 1091 , 1.0
bounded , 321 , 1.0
onstatistical , 577 , 1.0
ground , 1429 , 1.0
ground , 938 , 3.0
ground , 1332 , 1.0
ground , 1186 , 1.0
educating , 370 , 1.0
educating , 934 , 1.0
educating , 408 , 2.0
newphilosophies , 1457 , 1.0
explicated , 660 , 1.0
charges , 792 , 2.0
charges , 190 , 1.0
charges , 942 , 1.0
charges , 529 , 1.0
charges , 1396 , 1.0
ihave , 1336 , 1.0
ihave , 1339 , 1.0
afurther , 371 , 1.0
sourcesother , 1018 , 1.0
raw , 638 , 2.0
raw , 900 , 1.0
raw , 568 , 1.0
raw , 842 , 1.0
raw , 513 , 1.0
theinvestigation , 382 , 1.0
hide , 797 , 1.0
cite , 171 , 1.0
cite , 735 , 1.0
debugging , 1132 , 1.0
usingfour , 751 , 1.0
tug , 273 , 1.0
thebroadest , 772 , 1.0
intolerance , 380 , 1.0
culminatedin , 1025 , 1.0
phototypesetting , 129 , 1.0
deduce , 955 , 1.0
photocopycharges , 551 , 1.0
largeelectronic , 5 , 1.0
largeelectronic , 945 , 1.0
appears , 62 , 1.0
appears , 523 , 1.0
appears , 486 , 1.0
appears , 595 , 1.0
appears , 209 , 1.0
appears , 233 , 2.0
appears , 480 , 1.0
appears , 522 , 1.0
appears , 932 , 1.0
appears , 628 , 2.0
appears , 889 , 1.0
appears , 1417 , 1.0
appears , 490 , 1.0
appears , 536 , 1.0
appears , 838 , 1.0
appears , 774 , 1.0
appears , 766 , 1.0
appears , 682 , 1.0
14 , 588 , 1.0
14 , 720 , 1.0
14 , 691 , 1.0
14 , 622 , 1.0
14 , 187 , 1.0
varied , 604 , 1.0
varied , 9 , 1.0
varied , 739 , 1.0
varied , 1318 , 1.0
varied , 788 , 1.0
varied , 894 , 1.0
varied , 1405 , 1.0
varied , 1349 , 1.0
grouped , 635 , 1.0
grouped , 610 , 1.0
grouped , 282 , 1.0
usersof , 1043 , 1.0
omission , 586 , 1.0
omission , 516 , 1.0
aproportion , 2 , 1.0
scientifically , 393 , 1.0
scientifically , 1048 , 1.0
tangents , 984 , 1.0
cutoff , 1415 , 1.0
whichtypes , 210 , 1.0
technicalsubject , 792 , 1.0
worth , 515 , 2.0
worth , 1254 , 1.0
worth , 255 , 1.0
worth , 155 , 1.0
worth , 634 , 1.0
worth , 1277 , 1.0
worth , 1387 , 1.0
frequentinclusion , 312 , 1.0
proposing , 972 , 1.0
conclusionsinto , 1403 , 1.0
thedictionary , 1124 , 1.0
133 , 1231 , 1.0
kozachkov , 786 , 1.0
entailed , 1215 , 1.0
distributethese , 400 , 1.0
obsolescent , 793 , 1.0
reflexive , 1119 , 1.0
informationprograms , 1383 , 1.0
oforganization , 1150 , 1.0
plotting , 759 , 1.0
detected , 706 , 1.0
ofvolumes , 90 , 1.0
involves , 501 , 1.0
involves , 773 , 1.0
involves , 314 , 1.0
involves , 422 , 1.0
involves , 1045 , 1.0
involves , 530 , 1.0
involves , 656 , 1.0
involves , 1062 , 1.0
involves , 1207 , 1.0
involves , 797 , 1.0
involves , 709 , 2.0
changemakes , 885 , 1.0
itis , 142 , 1.0
itis , 1154 , 1.0
itis , 1148 , 1.0
itis , 548 , 1.0
itis , 159 , 1.0
itis , 628 , 1.0
itis , 101 , 1.0
itis , 688 , 1.0
itis , 129 , 1.0
itis , 1144 , 1.0
anempirically , 564 , 1.0
error , 862 , 1.0
error , 750 , 1.0
error , 1196 , 1.0
error , 1033 , 1.0
error , 380 , 3.0
san , 537 , 1.0
objectives , 515 , 1.0
objectives , 302 , 1.0
objectives , 1406 , 1.0
objectives , 170 , 1.0
objectives , 1198 , 1.0
objectives , 265 , 4.0
objectives , 128 , 1.0
objectives , 1171 , 1.0
objectives , 955 , 1.0
objectives , 418 , 1.0
objectives , 904 , 1.0
objectives , 244 , 1.0
objectives , 437 , 1.0
objectives , 992 , 1.0
objectives , 850 , 1.0
objectives , 408 , 1.0
objectives , 248 , 1.0
objectives , 434 , 1.0
objectives , 1037 , 2.0
objectives , 579 , 1.0
objectives , 1149 , 1.0
objectives , 246 , 1.0
objectives , 260 , 1.0
objectives , 937 , 1.0
objectives , 835 , 1.0
objectives , 220 , 1.0
objectives , 352 , 1.0
objectives , 818 , 2.0
objectives , 358 , 1.0
notalways , 340 , 1.0
vital , 1383 , 1.0
vital , 136 , 1.0
vital , 1189 , 1.0
vital , 1153 , 1.0
emerged , 1328 , 1.0
emerged , 1082 , 1.0
emerged , 821 , 1.0
emerged , 356 , 1.0
emerged , 1178 , 1.0
emerged , 202 , 1.0
emerged , 1309 , 1.0
emerged , 1368 , 1.0
emerged , 1418 , 1.0
emerged , 652 , 2.0
turned , 95 , 1.0
turned , 178 , 1.0
turned , 122 , 1.0
middlemanagers , 918 , 1.0
thatperformed , 554 , 1.0
onmechanized , 454 , 1.0
expression , 1250 , 1.0
expression , 988 , 1.0
expression , 628 , 1.0
expression , 1438 , 1.0
expression , 810 , 1.0
expression , 443 , 1.0
expression , 793 , 1.0
expression , 29 , 1.0
expression , 85 , 1.0
expression , 312 , 1.0
arist , 505 , 5.0
semiprofessional , 270 , 1.0
consolidated , 690 , 1.0
discriminate , 643 , 1.0
after , 977 , 1.0
after , 664 , 1.0
after , 436 , 1.0
after , 918 , 1.0
after , 1216 , 1.0
after , 806 , 1.0
after , 100 , 1.0
after , 829 , 1.0
after , 88 , 1.0
after , 181 , 1.0
after , 870 , 1.0
after , 746 , 1.0
after , 1273 , 1.0
after , 613 , 2.0
after , 242 , 1.0
after , 765 , 1.0
after , 816 , 1.0
after , 1350 , 1.0
after , 103 , 1.0
after , 522 , 1.0
after , 1052 , 1.0
after , 476 , 1.0
after , 747 , 1.0
after , 612 , 1.0
after , 1443 , 1.0
after , 1229 , 1.0
after , 1037 , 1.0
after , 1286 , 1.0
after , 191 , 1.0
after , 842 , 1.0
after , 190 , 1.0
after , 916 , 1.0
after , 683 , 1.0
after , 20 , 1.0
after , 1073 , 1.0
after , 260 , 1.0
after , 1252 , 1.0
after , 1211 , 1.0
after , 791 , 1.0
after , 1347 , 1.0
after , 283 , 1.0
after , 506 , 1.0
after , 1355 , 1.0
after , 18 , 1.0
after , 590 , 1.0
after , 930 , 1.0
after , 440 , 1.0
after , 1206 , 1.0
billion , 391 , 2.0
darc , 707 , 1.0
precise , 1452 , 1.0
precise , 256 , 1.0
precise , 508 , 1.0
precise , 445 , 2.0
precise , 1309 , 1.0
precise , 275 , 2.0
precise , 354 , 1.0
precise , 430 , 2.0
precise , 1342 , 1.0
precise , 489 , 1.0
precise , 1187 , 1.0
struggling , 1023 , 1.0
rulesand , 1417 , 1.0
whichseem , 552 , 1.0
fasterthan , 944 , 1.0
ofborrowers , 36 , 1.0
wouldobscure , 229 , 1.0
andfull , 1265 , 1.0
criticism , 904 , 1.0
criticism , 832 , 1.0
criticism , 1271 , 1.0
criticism , 934 , 1.0
criticism , 1449 , 1.0
criticism , 308 , 2.0
criticism , 712 , 1.0
criticism , 1403 , 1.0
criticism , 640 , 1.0
73as , 1241 , 1.0
documentsinformation , 1460 , 1.0
geometrical , 1184 , 1.0
britishuniversity , 1023 , 1.0
disciplinesappears , 311 , 1.0
reshelved , 1369 , 1.0
47 , 981 , 1.0
47 , 743 , 1.0
47 , 586 , 1.0
47 , 820 , 1.0
47 , 1097 , 1.0
47 , 1374 , 1.0
affected , 822 , 1.0
affected , 985 , 1.0
affected , 1020 , 1.0
affected , 1215 , 1.0
affected , 162 , 1.0
affected , 357 , 1.0
affected , 374 , 1.0
affected , 305 , 2.0
extensive , 613 , 1.0
extensive , 1243 , 1.0
extensive , 588 , 1.0
extensive , 1142 , 1.0
extensive , 1215 , 1.0
extensive , 703 , 1.0
extensive , 65 , 1.0
extensive , 173 , 1.0
extensive , 1392 , 1.0
extensive , 156 , 1.0
extensive , 1321 , 1.0
extensive , 831 , 1.0
extensive , 947 , 1.0
extensive , 496 , 1.0
extensive , 1231 , 1.0
sanction , 941 , 1.0
takesinto , 1102 , 1.0
cost , 515 , 1.0
cost , 67 , 1.0
cost , 974 , 4.0
cost , 223 , 1.0
cost , 822 , 3.0
cost , 124 , 1.0
cost , 400 , 1.0
cost , 307 , 1.0
cost , 813 , 2.0
cost , 675 , 1.0
cost , 952 , 1.0
cost , 324 , 2.0
cost , 523 , 6.0
cost , 1060 , 3.0
cost , 497 , 1.0
cost , 466 , 1.0
cost , 250 , 1.0
cost , 56 , 2.0
cost , 512 , 1.0
cost , 639 , 3.0
cost , 623 , 1.0
cost , 939 , 1.0
cost , 865 , 4.0
cost , 848 , 1.0
cost , 83 , 1.0
cost , 306 , 1.0
cost , 16 , 1.0
cost , 192 , 1.0
cost , 495 , 3.0
cost , 367 , 3.0
cost , 1421 , 1.0
cost , 500 , 7.0
cost , 353 , 1.0
cost , 703 , 1.0
cost , 281 , 1.0
cost , 984 , 2.0
cost , 408 , 1.0
cost , 792 , 2.0
cost , 292 , 1.0
cost , 921 , 1.0
cost , 364 , 1.0
cost , 645 , 1.0
cost , 1417 , 10.0
cost , 979 , 1.0
cost , 126 , 2.0
cost , 490 , 3.0
cost , 348 , 1.0
cost , 938 , 5.0
cost , 872 , 2.0
cost , 704 , 1.0
cost , 950 , 1.0
cost , 571 , 1.0
cost , 214 , 1.0
cost , 249 , 1.0
cost , 528 , 1.0
cost , 1449 , 1.0
cost , 1410 , 1.0
cost , 1040 , 2.0
cost , 630 , 1.0
cost , 326 , 1.0
cost , 575 , 1.0
cost , 831 , 1.0
cost , 591 , 4.0
cost , 1252 , 1.0
cost , 1353 , 1.0
cost , 167 , 1.0
cost , 271 , 1.0
cost , 294 , 1.0
cost , 1377 , 1.0
cost , 446 , 1.0
cost , 594 , 2.0
cost , 520 , 1.0
cost , 551 , 1.0
cost , 615 , 5.0
cost , 218 , 1.0
cost , 222 , 2.0
cost , 457 , 1.0
cost , 288 , 1.0
cost , 299 , 1.0
cost , 614 , 1.0
cost , 74 , 4.0
cost , 839 , 1.0
cost , 305 , 1.0
cost , 584 , 3.0
cost , 380 , 1.0
cost , 774 , 1.0
cost , 1374 , 6.0
cost , 1363 , 1.0
cost , 1151 , 1.0
cost , 629 , 1.0
cost , 1258 , 1.0
cost , 811 , 1.0
cost , 1396 , 1.0
therehave , 1019 , 1.0
assisted , 884 , 1.0
assisted , 991 , 1.0
assisted , 190 , 1.0
assisted , 304 , 1.0
assisted , 482 , 1.0
assisted , 648 , 1.0
cornell , 1327 , 1.0
ofcontent , 120 , 1.0
everywhere , 1383 , 1.0
latesttechniques , 1051 , 1.0
reviewsconventional , 724 , 1.0
inform , 770 , 1.0
custodian , 1240 , 1.0
hisavailable , 165 , 1.0
rankings , 1039 , 2.0
rankings , 475 , 1.0
heavy , 839 , 1.0
heavy , 932 , 1.0
heavy , 811 , 1.0
heavy , 831 , 1.0
termplanning , 157 , 1.0
enthusiasm , 555 , 1.0
enthusiasm , 612 , 1.0
escape , 21 , 2.0
party , 997 , 1.0
party , 796 , 1.0
party , 1029 , 1.0
manualsearches , 1372 , 1.0
methodwhich , 262 , 1.0
647 , 1151 , 1.0
departmental , 67 , 1.0
departmental , 743 , 1.0
departmental , 951 , 3.0
departmental , 268 , 1.0
departmental , 1347 , 5.0
departmental , 424 , 1.0
departmental , 811 , 1.0
accumulative , 1203 , 1.0
